[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 28, 66, 67, 68]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28, 69, 67]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 69, 70]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 71, 68, 28, 72, 16, 73]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 28, 74, 75]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 79, 28, 78, 16, 76, 77, 7]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 81, 82, 29, 7, 80]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 85, 28, 84, 83, 28, 39, 36]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 7, 86, 90, 89, 87, 88]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 92, 91]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 48, 93, 94]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 97, 2, 86, 96, 95, 98]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 29, 7, 100, 99]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28, 101, 102]
[0, 0, 0, 0, 0, 0, 0, 6, 46, 7, 32, 7, 79, 86, 102, 103, 4]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29, 7, 104, 105, 107, 106]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 29, 7, 109, 28, 108]
